1306890000;000000250612-DI1;545.00
1306893600;000000250612-DI1;483.00
1306897200;000000250612-DI1;487.00
1306900800;000000250612-DI1;687.00
1306904400;000000250612-DI1;748.00
1306908000;000000250612-DI1;753.00
1306911600;000000250612-DI1;745.00
1306915200;000000250612-DI1;738.00
1306918800;000000250612-DI1;721.00
1306922400;000000250612-DI1;796.00
1306926000;000000250612-DI1;831.00
1306929600;000000250612-DI1;867.00
1306933200;000000250612-DI1;818.00
1306936800;000000250612-DI1;712.00
1306940400;000000250612-DI1;687.00
1306944000;000000250612-DI1;622.00
1306947600;000000250612-DI1;668.00
1306951200;000000250612-DI1;699.00
1306954800;000000250612-DI1;734.00
1306958400;000000250612-DI1;756.00
1306962000;000000250612-DI1;743.00
1306965600;000000250612-DI1;577.00
1306969200;000000250612-DI1;451.00
1306972800;000000250612-DI1;504.00
1306976400;000000250612-DI1;528.00
1306980000;000000250612-DI1;514.00
1306983600;000000250612-DI1;515.00
1306987200;000000250612-DI1;676.00
1306990800;000000250612-DI1;705.00
1306994400;000000250612-DI1;672.00
1306998000;000000250612-DI1;715.00
1307001600;000000250612-DI1;734.00
1307005200;000000250612-DI1;728.00
1307008800;000000250612-DI1;717.00
1307012400;000000250612-DI1;696.00
1307016000;000000250612-DI1;650.00
1307019600;000000250612-DI1;721.00
1307023200;000000250612-DI1;721.00
1307026800;000000250612-DI1;725.00
1307030400;000000250612-DI1;722.00
1307034000;000000250612-DI1;717.00
1307037600;000000250612-DI1;673.00
1307041200;000000250612-DI1;675.00
1307044800;000000250612-DI1;733.00
1307048400;000000250612-DI1;724.00
1307052000;000000250612-DI1;558.00
1307055600;000000250612-DI1;496.00
1307059200;000000250612-DI1;452.00
1307062800;000000250612-DI1;455.00
1307066400;000000250612-DI1;497.00
1307070000;000000250612-DI1;499.00
1307073600;000000250612-DI1;657.00
1307077200;000000250612-DI1;710.00
1307080800;000000250612-DI1;670.00
1307084400;000000250612-DI1;669.00
1307088000;000000250612-DI1;727.00
1307091600;000000250612-DI1;693.00
1307095200;000000250612-DI1;705.00
1307098800;000000250612-DI1;682.00
1307102400;000000250612-DI1;700.00
1307106000;000000250612-DI1;693.00
1307109600;000000250612-DI1;625.00
1307113200;000000250612-DI1;663.00
1307116800;000000250612-DI1;702.00
1307120400;000000250612-DI1;698.00
1307124000;000000250612-DI1;666.00
1307127600;000000250612-DI1;711.00
1307131200;000000250612-DI1;637.00
1307134800;000000250612-DI1;690.00
1307138400;000000250612-DI1;543.00
1307142000;000000250612-DI1;476.00
1307145600;000000250612-DI1;477.00
1307149200;000000250612-DI1;444.00
1307152800;000000250612-DI1;395.00
1307156400;000000250612-DI1;480.00
1307160000;000000250612-DI1;625.00
1307163600;000000250612-DI1;692.00
1307167200;000000250612-DI1;696.00
1307170800;000000250612-DI1;661.00
1307174400;000000250612-DI1;647.00
1307178000;000000250612-DI1;654.00
1307181600;000000250612-DI1;694.00
1307185200;000000250612-DI1;691.00
1307188800;000000250612-DI1;705.00
1307192400;000000250612-DI1;688.00
1307196000;000000250612-DI1;713.00
1307199600;000000250612-DI1;683.00
1307203200;000000250612-DI1;674.00
1307206800;000000250612-DI1;701.00
1307210400;000000250612-DI1;739.00
1307214000;000000250612-DI1;725.00
1307217600;000000250612-DI1;748.00
1307221200;000000250612-DI1;714.00
1307224800;000000250612-DI1;489.00
1307228400;000000250612-DI1;463.00
1307232000;000000250612-DI1;491.00
1307235600;000000250612-DI1;488.00
1307239200;000000250612-DI1;476.00
1307242800;000000250612-DI1;481.00
1307246400;000000250612-DI1;626.00
1307250000;000000250612-DI1;647.00
1307253600;000000250612-DI1;694.00
1307257200;000000250612-DI1;717.00
1307260800;000000250612-DI1;739.00
1307264400;000000250612-DI1;716.00
1307268000;000000250612-DI1;714.00
1307271600;000000250612-DI1;662.00
1307275200;000000250612-DI1;708.00
1307278800;000000250612-DI1;715.00
1307282400;000000250612-DI1;733.00
1307286000;000000250612-DI1;741.00
1307289600;000000250612-DI1;675.00
1307293200;000000250612-DI1;700.00
1307296800;000000250612-DI1;650.00
1307300400;000000250612-DI1;644.00
1307304000;000000250612-DI1;745.00
1307307600;000000250612-DI1;746.00
1307311200;000000250612-DI1;588.00
1307314800;000000250612-DI1;500.00
1307318400;000000250612-DI1;419.00
1307322000;000000250612-DI1;506.00
1307325600;000000250612-DI1;501.00
1307329200;000000250612-DI1;496.00
1307332800;000000250612-DI1;668.00
1307336400;000000250612-DI1;714.00
1307340000;000000250612-DI1;658.00
1307343600;000000250612-DI1;725.00
1307347200;000000250612-DI1;759.00
1307350800;000000250612-DI1;896.00
1307354400;000000250612-DI1;734.00
1307358000;000000250612-DI1;749.00
1307361600;000000250612-DI1;696.00
1307365200;000000250612-DI1;693.00
1307368800;000000250612-DI1;777.00
1307372400;000000250612-DI1;786.00
1307376000;000000250612-DI1;806.00
1307379600;000000250612-DI1;774.00
1307383200;000000250612-DI1;711.00
1307386800;000000250612-DI1;784.00
1307390400;000000250612-DI1;785.00
1307394000;000000250612-DI1;803.00
1307397600;000000250612-DI1;608.00
1307401200;000000250612-DI1;489.00
1307404800;000000250612-DI1;583.00
1307408400;000000250612-DI1;562.00
1307412000;000000250612-DI1;563.00
1307415600;000000250612-DI1;547.00
1307419200;000000250612-DI1;645.00
1307422800;000000250612-DI1;773.00
1307426400;000000250612-DI1;781.00
1307430000;000000250612-DI1;767.00
1307433600;000000250612-DI1;805.00
1307437200;000000250612-DI1;738.00
1307440800;000000250612-DI1;738.00
1307444400;000000250612-DI1;779.00
1307448000;000000250612-DI1;708.00
1307451600;000000250612-DI1;756.00
1307455200;000000250612-DI1;762.00
1307458800;000000250612-DI1;1037.00
1307462400;000000250612-DI1;1108.00
1307466000;000000250612-DI1;1453.00
1307469600;000000250612-DI1;1620.00
1307473200;000000250612-DI1;1347.00
1307476800;000000250612-DI1;1347.00
1307480400;000000250612-DI1;1458.00
1307484000;000000250612-DI1;1197.00
1307487600;000000250612-DI1;867.00
1307491200;000000250612-DI1;723.00
1307494800;000000250612-DI1;721.00
1307498400;000000250612-DI1;756.00
1307502000;000000250612-DI1;689.00
1307505600;000000250612-DI1;865.00
1307509200;000000250612-DI1;1346.00
